Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,QualArea,TotalBath,TotalPorchSF,HouseAge,RemodAge,IsRemodeled
540,3.044522437723423,RL,4.2626798770413155,9.343471684579365,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,6.173786103901937,Gd,TA,PConc,Gd,TA,Av,GLQ,7.214504414151143,Unf,5.4116460518550396,GasA,Ex,Y,SBrkr,7.379008127628304,0.0,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,5.198497031265826,0.0,7.601402334583733,5,2010,WD,Normal,272000,9.457903327831136,3.0,0.0,9,8,1
178,3.9318256327243257,RL,4.269697449699962,9.521568058002977,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,4.060443010546419,BLQ,6.318968113746434,GasA,Ex,Y,SBrkr,7.133295954896068,6.505784060128229,4,0.6931471805599453,Gd,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,7,2006,WD,Normal,172500,9.169622538697624,3.0,0.0,48,48,0
1409,4.2626798770413155,RM,4.110873864173311,8.954286157204713,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,6.434546518787453,GasA,Gd,Y,SBrkr,6.60934924316738,6.434546518787453,3,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,6,2010,WD,Normal,125500,8.60392119492606,1.0,5.1298987149230735,100,60,1
698,3.044522437723423,RL,4.060443010546419,8.76732914779405,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,5.351858133476067,ALQ,5.393627546352362,GasA,Fa,Y,FuseA,7.046647277848756,0.0,2,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,9,2006,WD,Normal,123500,8.655388690167637,1.5,0.0,54,54,0
1403,3.044522437723423,RL,4.174387269895637,8.81922185757494,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,7.160069207596127,GasA,Ex,Y,SBrkr,7.166265974133638,0.0,2,0.6931471805599453,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,5.1298987149230735,0.0,0.0,7,2006,New,Partial,193879,9.111514017669288,2.0,4.02535169073515,0,0,0
1023,3.9318256327243257,RM,3.970291913552122,9.152711259139547,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.783825182329737,Unf,6.3784261836515865,GasA,Gd,Y,FuseA,6.816735880594968,5.820082930352362,2,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,Fa,Fa,Y,0.0,0.0,0.0,3,2007,WD,Normal,87000,8.738895704934043,1.0,5.262690188904886,77,57,1
1117,4.394449154672439,RL,4.189654742026425,8.955577146281511,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.869296913133774,Unf,4.02535169073515,GasA,Ex,Y,SBrkr,6.659293919683638,6.46302945692067,3,0.6931471805599453,Gd,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,4.795790545596741,0.0,0.0,3,2009,WD,Normal,184100,9.337237305164534,3.5,0.0,7,7,0
1430,3.044522437723423,RL,4.394449154672439,9.4372368721597,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,5.739792912179234,Gd,Gd,CBlock,Gd,TA,No,BLQ,6.520621127558696,Unf,6.637258031284457,GasA,Ex,Y,SBrkr,7.273092595999522,0.0,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0.0,0.0,0.0,4,2007,WD,Normal,182900,9.0642735958414,2.0,4.605170185988092,26,26,0
1454,3.044522437723423,RL,4.51085950651685,9.7537106272179,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,7.039660349862076,GasA,Ex,Y,SBrkr,7.039660349862076,0.0,3,0.6931471805599453,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,3.6109179126442243,0.0,0.0,7,2006,WD,Abnorml,84500,8.648396877031582,1.0,4.04305126783455,0,0,0
8,4.110873864173311,RL,4.394449154672439,9.247925132303454,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,5.484796933490655,TA,TA,CBlock,Gd,TA,Mn,ALQ,6.756932389247553,BLQ,5.37989735354046,GasA,Ex,Y,SBrkr,7.010311867307229,6.891625897052253,3,0.6931471805599453,TA,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,5.4638318050256105,0.0,5.860786223465865,11,2009,WD,Normal,200000,9.590897844378162,3.5,6.07073772800249,36,36,0
821,4.110873864173311,RL,4.290459441148391,8.885579291282982,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.683360945766275,GasA,Ex,Y,SBrkr,6.683360945766275,6.736966958001855,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,6,2008,WD,Normal,183000,9.348448774093812,2.5,3.828641396489095,5,5,0
668,3.044522437723423,RL,4.189654742026425,9.002824076547672,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,5.556828061699537,TA,TA,PConc,Gd,TA,No,GLQ,7.037905963447182,Unf,5.602118820879701,GasA,Ex,Y,SBrkr,7.426549072397305,0.0,3,0.6931471805599453,Gd,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,5.41610040220442,0.0,0.0,10,2008,WD,Normal,193500,9.217812386814884,3.0,3.7612001156935624,14,10,1
1390,3.9318256327243257,RM,4.110873864173311,8.699681400989514,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,Gd,No,ALQ,5.929589143389895,Unf,5.8888779583328805,GasA,Ex,Y,SBrkr,6.76849321164863,5.857933154483459,3,0.6931471805599453,TA,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,3,2007,WD,Normal,131000,8.896861744480391,1.5,0.0,66,57,1
358,4.795790545596741,RM,3.8066624897703196,8.348774539791274,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,6.774223886357614,Unf,5.594711379601839,GasA,TA,Y,SBrkr,7.04141166379481,0.0,3,0.6931471805599453,TA,Typ,1,Po,Attchd,Fin,2,TA,TA,Y,6.285998094508865,0.0,0.0,8,2007,WD,Normal,134000,8.650149418664864,2.5,4.51085950651685,31,31,0
784,4.454347296253507,RL,4.276666119016055,9.116249448576587,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,4.653960350157523,TA,Gd,PConc,Gd,TA,Av,GLQ,7.001245622069476,Unf,0.0,GasA,Ex,Y,SBrkr,7.01301578963963,0.0,1,0.6931471805599453,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,5.717027701406222,0.0,0.0,7,2009,WD,Normal,165500,8.621733370690162,2.0,3.4339872044851463,31,31,0
986,5.25227342804663,RL,4.23410650459726,9.294773427951013,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.947937068614969,Unf,4.8283137373023015,GasW,TA,N,SBrkr,7.060476365999801,0.0,3,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,8,2008,ConLD,Normal,125000,8.669227347271736,2.0,3.8918202981106265,58,58,0
330,4.2626798770413155,RM,4.110873864173311,8.764521909518802,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,6.391917113392602,GasA,TA,N,SBrkr,6.391917113392602,6.391917113392602,3,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,Fa,Fa,N,0.0,0.0,0.0,7,2009,WD,Normal,78000,8.692993531219926,1.0,4.927253685157205,89,59,1
1445,3.044522437723423,RL,4.1588830833596715,9.04793908261736,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,4.672828834461906,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,7.260522598089852,GasA,Ex,Y,SBrkr,7.260522598089852,0.0,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,5.262690188904886,0.0,0.0,11,2007,WD,Normal,179600,9.205830216498297,2.0,4.110873864173311,3,3,0
1118,3.044522437723423,RL,4.060443010546419,9.186559843310778,Pave,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.555356891810665,Unf,5.262690188904886,GasA,Ex,Y,SBrkr,6.796823718274855,0.0,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,5,2008,WD,Normal,130000,8.405367376233981,2.0,0.0,41,5,1
1088,4.110873864173311,FV,4.454347296253507,9.266248003914479,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,6.9874902470009905,GasA,Ex,Y,SBrkr,6.9874902470009905,6.77078942390898,3,0.6931471805599453,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,5.081404364984463,0.0,0.0,5,2009,WD,Normal,252000,9.656627474604603,2.5,3.9318256327243257,4,3,1
259,4.110873864173311,RL,4.394449154672439,9.428350771178645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,5.153291594497779,Gd,TA,PConc,Gd,TA,No,GLQ,5.8916442118257715,Unf,6.401917196727186,GasA,Ex,Y,SBrkr,6.871091294610546,6.721425700790643,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,5,2008,WD,Normal,231500,9.437077458800523,2.5,5.834810737062605,7,7,0
1145,5.25227342804663,RL,4.110873864173311,9.407632639699958,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,5.855071922202427,Unf,5.783825182329737,Grav,Fa,N,FuseA,6.511745329644728,5.53338948872752,2,0.6931471805599453,Fa,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,7,2010,WD,Normal,80000,8.215276958936633,2.0,0.0,69,60,1
373,4.795790545596741,RL,3.9318256327243257,8.878497403738631,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.436150368369428,LwQ,0.0,GasA,TA,Y,SBrkr,6.6240652277998935,0.0,2,0.6931471805599453,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,5.869296913133774,0.0,0.0,2,2010,WD,Normal,125000,8.414717399827001,2.0,4.51085950651685,26,26,0
1076,4.2626798770413155,RL,4.330733340286331,9.482350275033667,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.018593214496234,Unf,5.968707559985366,GasA,TA,Y,SBrkr,6.8679744089702925,6.660575149839686,3,0.6931471805599453,TA,Typ,2,Gd,Attchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,7,2007,CWD,Normal,219500,9.407632639699958,1.5,0.0,67,23,1
883,4.110873864173311,RL,4.189654742026425,9.173365135851288,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.695798917058491,GasA,Gd,Y,SBrkr,6.695798917058491,6.666956792429207,3,0.6931471805599453,TA,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,5.8377304471659395,0.0,0.0,12,2009,WD,Normal,178000,9.165238398063762,2.5,3.713572066704308,17,16,1
143,3.9318256327243257,RL,4.276666119016055,9.050288983827956,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,Fa,CBlock,TA,TA,No,Rec,6.230481447578482,Unf,6.0014148779611505,GasA,Fa,Y,SBrkr,6.814542897259958,6.16541785423142,4,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,6,2010,WD,Normal,166000,8.843037724962366,2.0,0.0,58,58,0
526,3.044522437723423,FV,4.143134726391533,8.922791623969637,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,7.1372784372603855,GasA,Ex,Y,SBrkr,7.144407180321139,0.0,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,3.6635616461296463,0.0,0.0,4,2006,WD,Normal,176000,9.089640586738398,2.0,4.976733742420574,1,1,0
1108,4.110873864173311,RL,5.1298987149230735,10.05440443785299,Pave,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,6.767343125265392,GasA,Ex,Y,SBrkr,6.78897174299217,7.034387929915503,3,0.6931471805599453,Gd,Typ,1,Gd,BuiltIn,RFn,2,TA,TA,Y,0.0,0.0,0.0,9,2006,New,Partial,274725,9.557328550325371,2.5,4.61512051684126,0,0,0
1336,3.044522437723423,RL,4.394449154672439,9.174816815907135,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,5.8888779583328805,TA,TA,CBlock,Gd,TA,No,ALQ,6.532334292222349,Unf,6.499787040655854,GasA,TA,Y,SBrkr,7.19668657083435,0.0,2,0.6931471805599453,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,4,2009,WD,Normal,167900,8.987821625430815,2.5,2.833213344056216,32,32,0
1092,5.081404364984463,FV,3.2188758248682006,7.6783263565068856,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,5.3612921657094255,Gd,TA,PConc,Gd,TA,No,BLQ,6.236369590203704,Unf,4.51085950651685,GasA,Ex,Y,SBrkr,6.437751649736401,6.444131256700441,2,0.6931471805599453,Gd,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0.0,0.0,0.0,3,2008,WD,Normal,160000,9.078521797355334,3.5,3.8918202981106265,9,8,1
1388,3.9318256327243257,RM,4.110873864173311,9.050288983827956,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,5.1298987149230735,LwQ,0.0,GasW,TA,N,SBrkr,7.417580402414544,6.760414691083428,5,0.6931471805599453,Gd,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,4.48863636973214,0.0,0.0,8,2007,CWD,Family,136000,9.626217750431657,2.0,2.772588722239781,91,57,1
441,3.044522437723423,RL,4.663439094112067,9.644198554585564,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,5.303304908059076,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.477604243197589,ALQ,6.670766320845874,GasA,Ex,Y,SBrkr,7.784473235736469,0.0,2,0.6931471805599453,Ex,Typ,2,Gd,Attchd,Fin,3,TA,TA,Y,0.0,0.0,0.0,4,2009,WD,Normal,555000,10.086683726740743,3.0,5.493061443340548,1,1,0
532,4.2626798770413155,RM,4.110873864173311,8.72518249495877,Pave,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,Unf,6.416732282512326,GasA,Ex,Y,SBrkr,6.62273632394984,6.416732282512326,3,0.6931471805599453,TA,Typ,0,NA,Detchd,Fin,2,TA,Fa,Y,0.0,0.0,0.0,6,2008,WD,Normal,128000,9.00859131751613,2.0,4.442651256490317,88,9,1
1170,4.110873864173311,RL,4.77912349311153,10.484613193102275,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,7.229113877793302,Gd,Gd,PConc,Ex,TA,Gd,GLQ,7.23561914106675,Unf,6.298949246855942,GasA,Ex,Y,SBrkr,7.513163545234075,7.493873886783559,4,0.6931471805599453,Gd,Typ,1,TA,Attchd,Fin,3,TA,TA,Y,5.8916442118257715,0.0,0.0,7,2006,WD,Normal,625000,10.498773802892188,4.5,4.343805421853684,11,10,1
227,4.110873864173311,RL,4.418840607796598,9.205428327615163,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,5.673323267171493,Gd,TA,PConc,Gd,TA,No,GLQ,6.338594078203183,Unf,6.459904454377535,GasA,Ex,Y,SBrkr,7.102499355774649,7.175489713624222,4,0.6931471805599453,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,5.41610040220442,0.0,0.0,6,2007,WD,Abnorml,290000,9.777981017296407,2.5,4.74493212836325,12,12,0
1001,3.044522437723423,RL,4.31748811353631,9.230829038403499,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,GasW,Fa,N,FuseF,6.851184927493743,0.0,2,0.6931471805599453,Fa,Min1,0,NA,Detchd,Unf,2,TA,Fa,Y,0.0,0.0,0.0,7,2009,WD,Normal,82000,7.949091499830517,1.0,0.0,57,57,0
229,3.044522437723423,RL,4.2626798770413155,9.050406334059858,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.736966958001855,Unf,4.2626798770413155,GasA,TA,Y,SBrkr,6.816735880594968,0.0,3,0.6931471805599453,TA,Typ,1,Fa,Detchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,5,2010,WD,Normal,125000,8.4252971767117,1.0,0.0,43,43,0
1247,4.110873864173311,FV,4.189654742026425,9.002824076547672,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,6.6293632534374485,GasA,Ex,Y,SBrkr,6.6293632534374485,6.682108597449809,3,0.6931471805599453,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0.0,0.0,0.0,3,2006,New,Partial,186500,9.29394595583098,2.5,3.828641396489095,1,0,1
1320,3.044522437723423,RL,4.330733340286331,9.231710397712375,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,4.890349128221754,TA,TA,PConc,TA,TA,No,ALQ,6.20050917404269,Unf,5.921578419643816,GasA,Ex,Y,SBrkr,6.855408798609928,0.0,3,0.6931471805599453,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0.0,0.0,0.0,2,2007,WD,Normal,111000,8.2409125416889,1.0,0.0,53,53,0
213,4.110873864173311,FV,4.290459441148391,9.0642735958414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.71295620067707,Unf,4.3694478524670215,GasA,Ex,Y,SBrkr,6.838405200847344,6.825460036255307,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,5.1298987149230735,0.0,0.0,7,2009,New,Partial,252678,9.470008697972764,3.5,4.6913478822291435,0,0,0
80,3.9318256327243257,RM,4.110873864173311,9.25349564229011,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,6.089044875446846,GasA,Gd,Y,SBrkr,6.52649485957079,6.3080984415095305,2,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,4.31748811353631,0.0,0.0,5,2009,WD,Normal,110000,8.724369949208368,1.5,4.859812404361672,99,28,1
149,3.044522437723423,RL,4.1588830833596715,8.922791623969637,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,4.795790545596741,TA,TA,PConc,Gd,TA,No,GLQ,6.523562306149512,Unf,5.993961427306569,GasA,Ex,Y,SBrkr,6.985641817639208,0.0,3,0.6931471805599453,Gd,Typ,0,NA,NA,NA,0,NA,NA,Y,0.0,0.0,0.0,4,2008,WD,Normal,141000,8.93075873555827,2.0,0.0,4,3,1
815,3.9318256327243257,RL,3.828641396489095,9.017847259860732,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,6.532334292222349,GasW,Gd,Y,SBrkr,6.532334292222349,6.336825731146441,3,0.6931471805599453,Fa,Typ,0,NA,Detchd,Unf,1,TA,TA,P,5.337538079701318,0.0,0.0,7,2006,WD,Normal,116000,8.740496729931813,2.0,4.574710978503383,88,56,1
1068,4.110873864173311,RL,4.394449154672439,9.186150133174966,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,5.8888779583328805,TA,TA,CBlock,TA,TA,Gd,GLQ,6.51471269087253,LwQ,0.0,GasA,TA,Y,SBrkr,6.683360945766275,6.70196036600254,4,0.6931471805599453,TA,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,5.796057750765372,0.0,0.0,6,2008,WD,Normal,167900,9.176473302464606,2.5,5.762051382780177,44,44,0
870,4.110873864173311,RL,4.394449154672439,9.204221690968005,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,5.5093883366279774,Gd,TA,PConc,Gd,TA,No,GLQ,6.621405651764134,Unf,5.707110264748875,GasA,Ex,Y,SBrkr,6.968850378341948,6.78897174299217,3,0.6931471805599453,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,5.056245805348308,0.0,0.0,6,2010,WD,Normal,236000,9.521055143538536,3.5,4.51085950651685,17,16,1
672,4.2626798770413155,RH,4.007333185232471,8.799360083179907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,6.313548046277095,Unf,4.804021044733257,GasA,TA,N,SBrkr,6.548219102762372,6.511745329644728,3,0.6931471805599453,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,4.997212273764115,0.0,0.0,7,2009,WD,Normal,103600,9.01371703047137,3.0,0.0,84,59,1
